STORY,en,pt,es,it,fr,de,ja,HIRAGANA,ROMAJI,nl
22,10. SHE STEPS BACK AND ADMIRES THE ROOM.,10. ELA AFASTA-SE E ADMIRA O QUARTO.,10. ELLA SE RETIRA Y ADMIRA LA HABITACIÓN.,10. LEI SI ALLONTA E AMMIRA LA STANZA.,10. ELLE RECULE ET ADMIRE LA PIÈCE.,10. SIE TRETET ZURÜCK UND BEWUNDERT DAS ZIMMER.,10. 彼女は後ろに下がって部屋を眺めます。,10. かのじょはうしろにさがってへやをながめます。,10. KANOJO WA USHIRO NI SAGATTE HEYA O NAGAMEMASU.,10. ZE TREEDT ACHTERUIT EN BEWONDERD DE KAMER.
23,1. JONATHAN TIES HIS SHOES.,1. JONATHAN AMARRA SEUS SAPATOS.,1. JONATHAN SE ATA LOS ZAPATOS.,1. JONATHAN ALLACCIA LE SCARPE.,1. JONATHAN LACE SES CHAUSSURES.,1. JONATHAN ZIET SEINE SCHUHE.,1. ジョナサンは靴ひもを結びます。,1. ジョナサンはくつひもをむすびます。,1. JONASAN WA KUTSUHIMO O MUSUBIMASU.,1. JONATHAN STRIKT ZIJN SCHOENEN.
23,2. HE STEPS OUTSIDE.,2. ELE SAI FORA.,2. ÉL SALE AFUERA.,2. LUI ESCE FUORI.,2. IL SORT DEHORS.,2. ER GEHT RAUS.,2. 彼は外に出ます。,2. かれはそとにでます。,2. KARE WA SOTO NI DEMASU.,2. HIJ GAAT NAAR BUITEN.
23,3. HE STARTS WALKING DOWN THE STREET.,3. ELE COMEÇA A CAMINHAR PELA RUA.,3. ÉL EMPIEZA A CAMINAR POR LA CALLE.,3. LUI INIZIA A CAMMINARE PER LA STRADA.,3. IL COMMENCE À MARCHER DANS LA RUE.,"3. ER BEGINNT, DIE STRASSE ENTLANG ZU GEHEN.",3. 彼は通りを歩き始めます。,3. かれはとおりをあるきはじめます。,3. KARE WA TOORI O ARUKIHAJIMEMASU.,3. HIJ BEGINT OVER DE STRAAT TE LOPEN.
23,4. HE ENJOYS THE SCENERY.,4. ELE APRECIA A CENA.,4. ÉL DISFRUTA DEL PAISAJE.,4. LUI GODE DEL PAESAGGIO.,4. IL PROFITE DU PAYSAGE.,4. ER GENIESST DIE LANDSCHAFT.,4. 彼は景色を楽しみます。,4. かれはけしきをたのしみます。,4. KARE WA KESHIKI O TANOSHIMIMASU.,4. HIJ GENIET VAN HET LANDSCHAP.
23,5. HE WALKS PAST THE PARK.,5. ELE PASSA PELO PARQUE.,5. ÉL PASA POR EL PARQUE.,5. LUI PASSA DAVANTI AL PARCO.,5. IL PASSE DEVANT LE PARC.,5. ER GEHT AM PARK VORBEI.,5. 彼は公園を通ります。,5. かれはこうえんをとおります。,5. KARE WA KŌEN O TOORIMASU.,5. HIJ LOOPT VOORBIJ HET PARK.
23,6. HE WAVES TO A NEIGHBOR.,6. ELE ACENA PARA UM VIZINHO.,6. ÉL SALUDA A UN VECINO.,6. LUI SALUTA UN VICINO.,6. IL FA UN SIGNE À UN VOISIN.,6. ER WINKT EINEM NACHBAR.,6. 彼は近所の人に手を振ります。,6. かれはきんじょのひとにてをふります。,6. KARE WA KINJYO NO HITO NI TE O FURIMASU. ,6. HIJ WAAIT NAAR DE BUREN. 
23,7. HE GOES AROUND THE CORNER.,7. ELE VIRA A ESQUINA.,7. ÉL DOBLA LA ESQUINA.,7. LUI GIRA L'ANGOLO.,7. IL TOURNE LE COIN.,7. ER GEHT UM DIE ECKE.,7. 彼は角を回ります。,7. かれはかどをまわります。,7. KARE WA KADO O MAWARIMASU.,7. HIJ GAAT OM DE HOEK.
23,8. HE CROSSES THE STREET.,8. ELE ATRAVESSA A RUA.,8. ÉL CRUZA LA CALLE.,8. LUI ATTRAVERSA LA STRADA.,8. IL TRAVERSE LA RUE.,8. ER ÜBERQUERT DIE STRASSE.,8. 彼は道を渡ります。,8. かれはみちをわたります。,8. KARE WA MICHI O WATARIMASU.,8. HIJ STEKET DE STRAAT OVER.
23,9. HE ARRIVES AT HOME.,9. ELE CHEGA EM CASA.,9. ÉL LLEGA A CASA.,9. LUI ARRIVA A CASA.,9. IL ARRIVE À LA MAISON.,9. ER KOMMT ZU HAUSE AN.,9. 彼は家に到着します。,9. かれはいえにとうちゃくします。,9. KARE WA IE NI TOUCHAKU SHIMASU.,9. HIJ KOMT THUIS AAN.
24,1. HITOSHI GETS IN THE CAR.,1. HITOSHI ENTRE NO CARRO.,1. HITOSHI SE SUBE AL COCHE.,1. HITOSHI SALE IN AUTO,1. HITOSHI MONTE DANS LA VOITURE.,1. HITOSHI STEIGT INS AUTO.,1. ヒトシは車に乗ります。,1. ヒトシはくるまにのります。,5. KARE WA KOUEN O TOORIMASU. ,5. HIJ LOOPT DOOR HET PARK. 
24,2. HE PUTS ON HIS SEATBELT.,2. ELE COLOCA O CINTO DE SEGURANÇA.,2. SE PONE EL CINTURÓN.,2. METTE LA CINTURA DI SICUREZZA,2. IL MET SA CEINTURE DE SÉCURITÉ.,2. ER GURTET SICH AN.,2. 彼はシートベルトをします。,2. かれはシートベルトをします。,2. KARE WA SHĪTOBERUTO O SHIMASU.,2. HIJ DOET ZIJN VEILIGHEIDSGORDEL OM.
24,3. HE STARTS THE ENGINE.,3. ELE LIGA O MOTOR.,3. ENCIENDE EL MOTOR.,3. AVVIA IL MOTORE,3. IL DÉMARRE LE MOTEUR.,3. ER STARTET DEN MOTOR.,3. 彼はエンジンをかけます。,3. かれはエンジンをかけます。,3. KARE WA ENJIN O KAKEMASU.,3. HIJ START DE MOTOR.
24,4. HE ADJUSTS THE MIRRORS.,4. ELE AJUSTA OS ESPELHOS.,4. AJUSTA LOS ESPEJOS.,4. REGOLA GLI SPECCHI,4. IL RÈGLE LES RÉTROVISEURS.,4. ER STELLT DIE SPIEGEL EIN.,4. 彼はミラーを調整します。,4. かれはミラーをちょうせいします。,4. KARE WA MIRĀ O CHŌSEI SHIMASU.,4. HIJ STELT DE SPIEGELS AF.
24,5. HE PUTS THE CAR IN DRIVE.,5. ELE COLOCA O CARRO EM MARCHA.,5. PONE EL COCHE EN MARCHA.,5. METTE L’AUTO IN MARCIA,5. IL MET LA VOITURE EN MARCHE.,5. ER STELLT DAS AUTO AUF FAHR.,5. 彼は車をドライブに入れます。,5. かれはくるまをドライブにいれます。,5. KARE WA KURUMA O DORAIBU NI IREMASU.,5. HIJ ZET DE AUTO IN RIJDEN.
24,6. HE CHECKS THE SURROUNDINGS.,6. ELE VERIFICA O AMBIENTE.,6. REVISAR EL ENTORNO.,6. CONTROLLA I DINTORNI,6. IL VÉRIFIE LES ALENTOURS.,6. ER ÜBERPRÜFT DIE UMGEBUNG.,6. 彼は周りを確認します。,6. かれはまわりをかくにんします。,6. KARE WA MAWARI O KAKUNIN SHIMASU.,6. HIJ KIJKT NAAR DE OMGEVING.
24,7. HE LOOKS OUT THE WINDOW.,7. ELE OLHA PELA JANELA.,7. MIRA POR LA VENTANA.,7. GUARDA DALLA FINESTRA,7. IL REGARDE PAR LA FENÊTRE.,7. ER SCHAU AUFS FENSTER.,7. 彼は窓から外を見ます。,7. かれはまどからそとをみます。,7. KARE WA MADO KARA SOTO O MIMASU.,7. HIJ KIJKT UIT HET RAAM.
24,8. HE DRIVES DOWN THE STREET.,8. ELE DIRIGE PELA RUA.,8. CONDUCE POR LA CALLE.,8. GUIDA PER LA STRADA,8. IL CONDUIT DANS LA RUE.,8. ER FÄHRT DIE STRASSE HINUNTER.,8. 彼は道を走ります。,8. かれはみちをはしります。,8. KARE WA MICHI O HASHIRIMASU.,8. HIJ RIJDT DOOR DE STRAAT.
24,9. HE TURNS THE STEERING WHEEL.,9. ELE VIRA O VOLANTE.,9. GIRA EL VOLANTE.,9. GIRA IL VOLANTE,9. IL TOURNE LE VOLANT.,9. ER DREHT DAS LENKRAD.,9. 彼はステアリングを回します。,9. かれはステアリングをまわします。,9. KARE WA SUTEARINGU O MAWASHIMASU.,9. HIJ DRAAIT HET STUUR.
24,10. HE PARKS THE CAR.,10. ELE ESTACIONA O CARRO.,10. ESTACIONA EL COCHE.,10. PARCHEGGIA L’AUTO,10. IL GARDE LA VOITURE.,10. ER PARKT DAS AUTO.,10. 彼は車を駐車します。,10. かれはくるまをちゅうしゃします。,10. KARE WA KURUMA O CHŪSHA SHIMASU.,10. HIJ PARKEERT DE AUTO.
24,11. HE STOPS COMPLETELY.,11. ELE PARA COMPLETAMENTE.,11. SE DETIENE COMPLETAMENTE.,11. SI FERMA COMPLETAMENTE,11. IL S’ARRÊTE COMPLÈTEMENT.,11. ER HÄLT VOLLSTÄNDIG AN.,11. 彼は完全に止まります。,11. かれはかんぜんにとまります。,11. KARE WA KANZEN NI TOMARIMASU.,11. HIJ STOPT VOLLEDIG.
24,12. HE TURNS OFF THE ENGINE.,12. ELE DESLIGA O MOTOR.,12. APAGA EL MOTOR.,12. SPEGNE IL MOTORE,12. IL ÉTEINT LE MOTEUR.,12. ER SCHALTT DEN MOTOR AUS.,12. 彼はエンジンを消します。,12. かれはエンジンをけします。,12. KARE WA ENJIN O KESHIMASU.,12. HIJ ZET DE MOTOR UIT.
25,1. ANNA GRABS A SUITCASE.,1. ANNA PEGA UMA MALA.,1. ANNA TOMA UNA MALETA.,1. ANNA PRENDE UNA VALIGIA,1. ANNA PREND UNE VALISE.,1. ANNA GREIFT EINEN KOFFER.,1. アンナはスーツケースを取ります。,1. あんなはスーツケースをとります。 ,1. ANNA WA SUUTSUKEESU O TORIMASU. ,1. ANNA PAKT DE KOFFERT. 
25,2. SHE LAYS OUT THE CLOTHES ON THE BED.,2. ELA COLOCA AS ROUPAS NA CAMA.,2. ELLA COLOCA LA ROPA EN LA CAMA.,2. LEI DISPONE I VESTITI SUL LETTO.,2. ELLE ÉTEND LES VÊTEMENTS SUR LE LIT.,2. SIE LEGT DIE KLEIDUNG AUF DAS BETT.,2. 彼女はベッドに服を並べます。,2. かのじょはベッドにふくをならべます。,2. KANOJO WA BEDDO NI FUKU O NARABEMASU.,2. ZIJ LEGT DE KLEDING OP HET BED.
25,3. SHE FOLDS THEM NEATLY.,3. ELA DOBRA-AS ORDENADAMENTE.,3. ELLA DOBLA ORDENADAMENTE.,3. LEI PIEGA ORDINATAMENTE.,3. ELLE LES PLIE SOIGNEUSEMENT.,3. SIE FALTT SIE ORDENTLICH.,3. 彼女はきちんと畳みます。,3. かのじょはきちんとたたみます。,3. KANOJO WA KICHINTO TATAMIMASU.,3. ZIJ VOUWT ZE NETJES.
25,4. SHE PACKS TOILETRIES IN A BAG.,4. ELA COLOCA OS PRODUTOS DE HIGIENE NA BOLSA.,4. ELLA EMPACA ARTÍCULOS DE ASEO EN UNA BOLSA.,4. LEI METTE I PRODOTTI PER L'IGIENE IN UNA BORSA.,4. ELLE MET DES ARTICLES DE TOILETTE DANS UN SAC.,4. SIE PACKT TOILETTENARTIKELN IN EINE TASCHE.,4. 彼女はほうきをバッグに入れます。,4. かのじょはほうきをバッグにいれます。,4. KANOJO WA HŌKI O BAGGU NI IREMASU.,4. ZIJ PAKT TOILETTENSPULLEN IN DE TAS.
25,5. SHE PLACES THE TOILETRIES IN THE SUITCASE.,5. ELA COLOCA OS PRODUTOS DE HIGIENE NA MALA.,5. ELLA PONE LOS ARTÍCULOS DE ASEO EN LA MALETA.,5. LEI METTE I PRODOTTI PER L'IGIENE NELLA VALIGIA.,5. ELLE PLACE LES ARTICLES DE TOILETTE DANS LA VALISE.,5. SIE LEGT DIE TOILETTENARTIKELN IN DEN KOFFER.,5. 彼女はほうきをスーツケースに入れます。,5. かのじょはほうきをスーツケースにいれます。,5. KANOJO WA HŌKI O SŪTSUKĒSU NI IREMASU.,5. ZIJ LEGT DE TOILETTENSPULLEN IN DE KOFFERT.
25,6. SHE ZIPS THE SUITCASE CLOSED.,6. ELA FECHA A MALA.,6. ELLA CIERRA LA MALETA.,6. LEI CHIUDE LA VALIGIA.,6. ELLE FERME LA VALISE.,6. SIE REIẞT DEN KOFFER ZU.,6. 彼女はスーツケースを締めます。,6. かのじょはスーツケースをしめます。,6. KANOJO WA SŪTSUKĒSU O SHIMEMASU.,6. ZIJ RITST DE KOFFERT.
25,7. SHE LIFTS THE SUITCASE.,7. ELA LEVA A MALA.,7. ELLA LEVANTA LA MALETA.,7. LEI SOLLEVA LA VALIGIA.,7. ELLE LÈVE LA VALISE.,7. SIE HEBT DEN KOFFER.,7. 彼女はスーツケースを持ち上げます。,7. かのじょはスーツケースをもちあげます。,7. KANOJO WA SŪTSUKĒSU O MOCHIAGEMASU.,7. ZIJ HEEFT DE KOFFERT OP.
25,8. SHE SETS IT BY THE DOOR.,8. ELA COLOCA A MALA PERTINHO DA PORTA.,8. ELLA LA COLOCA JUNTO A LA PUERTA.,8. LEI LA METTE VICINO ALLA PORTA.,8. ELLE LA POSE PRÈS DE LA PORTE.,8. SIE STELLT DEN KOFFER AN DIE TÜR.,8. 彼女はスーツケースをドアのそばに置きます。,8. かのじょはスーツケースをドアのそばにおきます。,8. KANOJO WA SŪTSUKĒSU O DOA NO SOBA NI OKIMASU.,8. ZIJ ZET DE KOFFERT BIJ DE DEUR.
26,1. SARAH GRABS A SHOPPING LIST.,1. ELA PEGA UMA LISTA DE COMPRAS,1. ELLA TOMA UNA LISTA DE COMPRAS,1. LEI PRENDE UNA LISTA DELLA SPESA,1. ELLE PREND UNE LISTE DE COURSES,1. SIE GREIFT EINE EINKAUFSLISTE,1. サラはショッピングリストを取ります,1. さらはショッピングリストをとります,1. SARAH WA SHOPPINGU RISUTO O TORIMASU,1. SARAH PAKT DE BOODSCHAPPENLIJST
26,2. SHE ENTERS THE GROCERY STORE.,2. ELA ENTRA NO SUPERMERCADO,2. ELLA ENTRA EN EL SUPERMERCADO,2. LEI ENTRA NEL SUPERMERCATO,2. ELLE ENTRE DANS L’ÉPICERIE,2. SIE BETRITT DEN SUPERMARKT,2. かのじょはスーパーに入ります,2. かのじょはスーパーにはいります,2. KANOJO WA SUUPAA NI HAIRIMASU,2. ZE GAAT DE SUPERMARKT BINNEN
26,3. SHE PICKS UP A BASKET.,3. ELA PEGA UMA CESTA,3. ELLA TOMA UNA CESTA,3. LEI PRENDE UN CESTINO,3. ELLE PREND UN PANIER,3. SIE NIMMT EINEN KORB,3. かのじょはかごを取ります,3. かのじょはかごをとります,3. KANOJO WA KAGO O TORIMASU,3. ZE PAKT EEN MAND
26,4. SHE GOES TO THE PRODUCE SECTION.,4. ELA VAI À SEÇÃO DE FRUTAS E LEGUMES,4. ELLA VA A LA SECCIÓN DE FRUTAS Y VERDURAS,4. LEI VA ALLA SEZIONE DI FRUTTA E VERDURA,4. ELLE VA À LA SECTION FRUITS ET LÉGUMES,4. SIE GEHT ZUR OBST- UND GEMÜSEABTEILUNG,4. かのじょはやさいとくだもののコーナーに行きます,4. かのじょはやさいとくだもののコーナーにいきます,4. KANOJO WA YASAI TO KUDAMONO NO KOONAA NI IKIMASU,4. ZE GAAT NAAR DE GROENTE- EN FRUITAFDELING
26,5. SHE ADDS FRUITS AND VEGETABLES TO HER BASKET.,5. ELA ADICIONA FRUTAS E LEGUMES À CESTA,5. ELLA AÑADE FRUTAS Y VERDURAS A LA CESTA,5. LEI AGGIUNGE FRUTTA E VERDURA NEL CESTINO,5. ELLE AJOUTE DES FRUITS ET LÉGUMES DANS LE PANIER,5. SIE LEGT FRÜCHTE UND GEMÜSE IN DEN KORB,5. かのじょはかごにやさいとくだものを入れます,5. かのじょはかごにやさいとくだものをいれます,5. KANOJO WA KAGO NI YASAI TO KUDAMONO O IREMASU,5. ZE DOET FRUIT EN GROENTEN IN DE MAND
26,6. SHE GOES TO THE DAIRY AISLE.,6. ELA VAI PARA O CORREDOR DE LATICÍNIOS,6. ELLA VA AL PASILLO DE LÁCTEOS,6. LEI VA AL CORSIA DEI LATTICINI,6. ELLE VA DANS L’ALLÉE DES PRODUITS LAITIERS,6. SIE GEHT ZUR MILCHABTEILUNG,6. かのじょはにゅうせいひんコーナーに行きます,6. かのじょはにゅうせいひんコーナーにいきます,6. KANOJO WA NYŪSEIHIN KOONAA NI IKIMASU,6. ZE GAAT NAAR HET MELKPALEIS
26,7. SHE PICKS UP MILK AND EGGS.,7. ELA PEGA LEITE E OVOS,7. ELLA TOMA LECHE Y HUEVOS,7. LEI PRENDE LATTE E UOVA,7. ELLE PREND DU LAIT ET DES ŒUFS,7. SIE NIMMT MILCH UND EIER,7. かのじょはぎゅうにゅうとたまごを取ります,7. かのじょはぎゅうにゅうとたまごをとります,7. KANOJO WA GYŪNYŪ TO TAMAGO O TORIMASU,7. ZE PAKT MELK EN EIER
26,8. SHE CHECKS OUT AT THE REGISTER.,8. ELA PASSA PELO CAIXA,8. ELLA PASA POR LA CAJA,8. LEI PASSA ALLA CASSA,8. ELLE PASSE À LA CAISSE,8. SIE GEHT ZUM KASSENBEREICH,8. かのじょはレジに行きます,8. かのじょはレジにいきます,8. KANOJO WA REJI NI IKIMASU,8. ZE GAAT NAAR DE KASSA
26,9. SHE PAYS FOR THE GROCERIES.,9. ELA PAGA AS COMPRAS,9. ELLA PAGA LAS COMPRAS,9. LEI PAGA LA SPESA,9. ELLE PAIE LES COURSES,9. SIE ZAHLT FÜR DIE EINKÄUFE,9. かのじょは買い物の支払いをします,9. かのじょはかいもののしはらいをします,9. KANOJO WA KAIMONO NO SHIHARAI O SHIMASU,9. ZE BETAALT DE BOODSCHAPPEN
26,10. SHE LEAVES THE GROCERY STORE.,10. ELA SAI DO SUPERMERCADO,10. ELLA SALE DEL SUPERMERCADO,10. LEI ESCRE NEL SUPERMERCATO,10. ELLE QUITTE L’ÉPICERIE,10. SIE VERLÄSST DEN SUPERMARKT,10. かのじょはスーパーを出ます,10. かのじょはスーパーをでます,10. KANOJO WA SUUPAA O DEMASU,10. ZE VERLAAT DE SUPERMARKT
26,11. SHE TAKES THE GROCERIES HOME.,11. ELA LEVA AS COMPRAS PARA CASA,11. ELLA LLEVA LAS COMPRAS A CASA,11. LEI PORTA LA SPESA A CASA,11. ELLE EMPORTE LES COURSES À LA MAISON,11. SIE BRINGT DIE EINKÄUFE NACH HAUSE,11. かのじょは買い物を家に持って帰ります,11. かのじょはかいものをいえにもってかえります,11. KANOJO WA KAIMONO O IE NI MOTTE KAERIMASU,11. ZE NEEMT DE BOODSCHAPPEN MEE NAAR HUIS
27,1. JEFF GRABS A BUCKET AND A SHOVEL.,1. JEFF PEGA UM BALDE E UMA PÁ.,1. JEFF AGARRA UN CUBO Y UNA PALA.,1. JEFF PRENDE UN SECCHIO E UNA PALA.,1. JEFF PREND UN SEAU ET UNE PELLE.,1. JEFF NIMMT EINEN EIMER UND EINE SCHAUFEL.,1. ジェフはバケツとシャベルをつかみます。,1. じぇふはばけつとしゃべるをつかみます。,1. JEFU WA BAKETSU TO SHABERU O TSUKAMIMASU.,1. JEFF PAKT EEN EMMER EN EEN SCHEP.
27,2. HE DIGS A HOLE IN THE SAND.,2. ELE CAVA UM BURACO NA AREIA.,2. ÉL CAVA UN HOYO EN LA ARENA.,2. LUI SCAVA UNA BUCA NELLA SABBIA.,2. IL CREUSE UN TROU DANS LE SABLE.,2. ER GRÄBT EIN LOCH IM SAND.,2. 彼は砂に穴を掘ります。,2. かれはすなにあなをほります。,2. KARE WA SUNA NI ANA O HORIMASU.,2. HIJ GRAAFT EEN GAT IN HET ZAND.
27,3. HE FILLS THE BUCKET WITH SAND.,3. ELE ENCHE O BALDE COM AREIA.,3. ÉL LLENA EL CUBO CON ARENA.,3. LUI RIEMPIE IL SECCHIO DI SABBIA.,3. IL REMPLIT LE SEAU DE SABLE.,3. ER FÜLLT DEN EIMER MIT SAND.,3. 彼はバケツに砂を入れます。,3. かれはばけつにすなをいれます。,3. KARE WA BAKETSU NI SUNA O IREMASU.,3. HIJ VULT DE EMMER MET ZAND.
27,4. HE TURNS THE BUCKET UPSIDE DOWN.,4. ELE VIRA O BALDE DE CABEÇA PARA BAIXO.,4. ÉL VOLTEA EL CUBO BOCA ABAJO.,4. LUI CAPOVOLGE IL SECCHIO.,4. IL RETOURNE LE SEAU.,4. ER DREHT DEN EIMER UM.,4. 彼はバケツを逆さまにします。,4. かれはばけつをさかさまにします。,4. KARE WA BAKETSU O SAKASAMA NI SHIMASU.,4. HIJ KEERT DE EMMER ONDERSTEBOVEN.
27,5. HE SHAPES THE SANDCASTLE.,5. ELE MOLDA O CASTELO DE AREIA.,5. ÉL DA FORMA AL CASTILLO DE ARENA.,5. LUI MODELLA IL CASTELLO DI SABBIA.,5. IL FAÇONNE LE CHÂTEAU DE SABLE.,5. ER FORMT DIE SANDBURG.,5. 彼は砂の城を形作ります。,5. かれはすなのしろをかたちづくります。,5. KARE WA SUNA NO SHIRO O KATACHI ZUKURIMASU.,5. HIJ VORMT HET ZANDKASTEEL.
27,6. HE ADDS TOWERS AND WALLS.,6. ELE ADICIONA TORRES E MURALHAS.,6. ÉL AGREGA TORRES Y MURALLAS.,6. LUI AGGIUNGE TORRI E MURA.,6. IL AJOUTE DES TOURS ET DES MURS.,6. ER FÜGT TÜRME UND MAUERN HINZU.,6. 彼は塔と壁を加えます。,6. かれはとうとかべをくわえます。,6. KARE WA TŌ TO KABE O KUWAEMASU.,6. HIJ VOEGT TORENS EN MUREN TOE.
27,7. HE DECORATES THE CASTLE WITH SHELLS.,7. ELE DECORA O CASTELO COM CONCHAS.,7. ÉL DECORA EL CASTILLO CON CONCHAS.,7. LUI DECORA IL CASTELLO CON CONCHIGLIE.,7. IL DÉCORE LE CHÂTEAU AVEC DES COQUILLAGES.,7. ER DEKORIERT DIE BURG MIT MUSCHELN.,7. 彼は貝殻で城を飾ります。,7. かれはかいがらでしろをかざります。,7. KARE WA KAIGARA DE SHIRO O KAZARIMASU.,7. HIJ VERSIERT HET KASTEEL MET SCHELPEN.
27,8. HE SMOOTHS OUT THE SAND.,8. ELE ALISA A AREIA.,8. ÉL ALISA LA ARENA.,8. LUI LIVELLA LA SABBIA.,8. IL LISSE LE SABLE.,8. ER GLÄTTET DEN SAND.,8. 彼は砂をならします。,8. かれはすなをならします。,8. KARE WA SUNA O NARASHIMASU.,8. HIJ STRIJKT HET ZAND GLAD.
27,9. HE ADMIRES THE CASTLE.,9. ELE ADMIRA O CASTELO.,9. ÉL ADMIRA EL CASTILLO.,9. LUI AMMIRA IL CASTELLO.,9. IL ADMIRE LE CHÂTEAU.,9. ER BEWUNDERT DIE BURG.,9. 彼は城を眺めます。,9. かれはしろをながめます。,9. KARE WA SHIRO O NAGAMEMASU.,9. HIJ BEWONDERT HET KASTEEL.
27,10. HE TAKES A PHOTO OF HIS CREATION.,10. ELE TIRA UMA FOTO DA SUA CRIAÇÃO.,10. ÉL TOMA UNA FOTO DE SU CREACIÓN.,10. LUI SCATTA UNA FOTO DELLA SUA CREAZIONE.,10. IL PREND UNE PHOTO DE SA CRÉATION.,10. ER MACHT EIN FOTO SEINER KREATION.,10. 彼は自分の作品の写真を撮ります。,10. かれはじぶんのさくひんのしゃしんをとります。,10. KARE WA JIBUN NO SAKUHIN NO SHASHIN O TORIMASU.,10. HIJ MAAKT EEN FOTO VAN ZIJN CREATIE.
28,1. JACK PREHEATS THE OVEN.,1. JACK PREAQUECE O FORNO.,1. JACK PRECALIENTA EL HORNO.,1. JACK PRERISCALDA IL FORNO.,1. JACK PRÉCHAUFFE LE FOUR.,1. JACK HEIZT DEN OFEN VOR.,1. ジャックはオーブンを予熱します。,1. じゃっくはおーぶんをよねつします。,1. JAKKU WA ŌBUN O YONETSU SHIMASU.,1. JACK VERWARMT DE OVEN.
28,"2. HE GRABS THE INGREDIENTS - FLOUR, SUGAR, AND EGGS.","2. ELE PEGA OS INGREDIENTES – FARINHA, AÇÚCAR E OVOS.","2. ÉL TOMA LOS INGREDIENTES – HARINA, AZÚCAR Y HUEVOS.","2. LUI PRENDE GLI INGREDIENTI – FARINA, ZUCCHERO E UOVA.","2. IL PREND LES INGRÉDIENTS – FARINE, SUCRE ET ŒUFS.","2. ER NIMMT DIE ZUTATEN – MEHL, ZUCKER UND EIER.",2. 彼は材料―小麦粉、砂糖、卵―を取ります。,2. かれはざいりょう―こむぎこ、さとう、たまご―をとります。,2. KARE WA ZAIRYŌ O TORIMASU.,"2. HIJ PAKT DE INGREDIËNTEN – BLOEM, SUIKER EN EIER."
28,3. HE MIXES THE DRY INGREDIENTS IN A BOWL.,3. ELE MISTURA OS INGREDIENTES SECOS EM UMA TIGELA.,3. ÉL MEZCLA LOS INGREDIENTES SECOS EN UN BOL.,3. LUI MESCOLA GLI INGREDIENTI SECCHI IN UNA CIOTOLA.,3. IL MÉLANGE LES INGRÉDIENTS SECS DANS UN BOL.,3. ER MISCHT DIE TROCKENEN ZUTATEN IN EINER SCHÜSSEL.,3. 彼は乾いた材料をボウルで混ぜます。,3. かれはかわいたざいりょうをぼうるでまぜます。,3. KARE WA KAWAI TA ZAIRYŌ O BŌRU DE MAZEMASU.,3. HIJ MENGT DE DROGE INGREDIËNTEN IN EEN KOM.
28,4. HE ADDS MILK AND BUTTER.,4. ELE ADICIONA LEITE E MANTEIGA.,4. ÉL AGREGA LECHE Y MANTEQUILLA.,4. LUI AGGIUNGE LATTE E BURRO.,4. IL AJOUTE DU LAIT ET DU BEURRE.,4. ER FÜGT MILCH UND BUTTER HINZU.,4. 彼は牛乳とバターを加えます。,4. かれはぎゅうにゅうとばたーをくわえます。,4. KARE WA GYŪNYŪ TO BATĀ O KUWAEMASU.,4. HIJ VOEGT MELK EN BOTER TOE.
28,5. HE STIRS THE BATTER UNTIL SMOOTH.,5. ELE MEXE A MASSA ATÉ FICAR LISA.,5. ÉL REVUELVE LA MASA HASTA QUE QUEDE SUAVE.,5. LUI MESCOLA L’IMPASTO FINO A LISCIO.,5. IL REMUE LA PÂTE JUSQU’À CE QU’ELLE SOIT LISSE.,5. ER RÜHRT DEN TEIG GLATT.,5. 彼は生地が滑らかになるまで混ぜます。,5. かれはきじがなめらかになるまでまぜます。,5. KARE WA KIJ I GA NAMERAKA NI NARU MADE MAZEMASU.,5. HIJ ROERT HET BESLAG TOT HET GLAD IS.
28,6. HE POURS THE BATTER INTO A PAN.,6. ELE DESPEJA A MASSA EM UMA FORMA.,6. ÉL VIERTE LA MASA EN UN MOLDE.,6. LUI VERSA L’IMPASTO IN UNA TEGLIA.,6. IL VERSE LA PÂTE DANS UN MOULE.,6. ER GIEßT DEN TEIG IN EINE FORM.,6. 彼は型に生地を流し込みます。,6. かれはかたにきじをながしこみます。,6. KARE WA KATA NI KIJ I O NAGASHIKOMIMASU.,6. HIJ GIET HET BESLAG IN EEN VORM.
28,7. HE PLACES THE PAN IN THE OVEN.,7. ELE COLOCA A FORMA NO FORNO.,7. ÉL PONE EL MOLDE EN EL HORNO.,7. LUI METTE LA TEGLIA NEL FORNO.,7. IL MET LE MOULE DANS LE FOUR.,7. ER STELLT DIE FORM IN DEN OFEN.,7. 彼は型をオーブンに入れます。,7. かれはかたをおーぶんにいれます。,7. KARE WA KATA O ŌBUN NI IREMASU.,7. HIJ ZET DE VORM IN DE OVEN.
28,8. HE WAITS.,8. ELE ESPERA.,8. ÉL ESPERA.,8. LUI ASPETTA.,8. IL ATTEND.,8. ER WARTET.,8. 彼は待ちます。,8. かれはまちます。,8. KARE WA MACHIMASU.,8. HIJ WACHT.
