Story,File,en,pt ,es,it,fr,de,ja,HIRAGANA,ROMAJI,nl
27,18,UPSIDE DOWN BUCKET,BALDE DE CABEÇA PARA BAIXO,CUBO AL REVÉS,SECCHIO CAPOVOLTO,SEAU À L’ENVERS,UMDREHENDER EIMER,逆さまのバケツ,さかさまのばけつ,SAKASAMA NO BAKETSU,OMGEDRAAIDE EMMER
27,19,SCULPTURE,ESCULTURA,ESCULTURA,SCULTURA,SCULPTURE,SKULPTUR,彫刻,ちょうこく,CHOUKOKU,BEELD
27,20,SHAPES,FORMAS,FORMAS,FORME,FORMES,FORMEN,形,かたち,KATACHI,VORMEN
27,21,SHAPING,MODELAR,MODELAR,MODELLARE,MODELAGE,FORMEN,形成する,けいせいする,KEISEI SURU,VORMEN MAKEN
27,22,TOWER,TORRE,TORRE,TORRE,TOUR,TURM,塔,とう,TOU,TOREN
27,23,SHOVEL,PÁ,PALA,PALESTRA,PELLE,SCHAUFEL,シャベル,しゃべる,SHABERU,SCHEP
28,1,HEAT – COLD,QUENTE – FRIO,CALOR – FRÍO,CALDO – FREDDO,CHAUD – FROID,HEISS – KALT,熱 – 冷,あつ – つめたい,ATSU – TSUMETAI,WARM – KOUD
28,2,OVEN,FORNO,HORNO,FORNO,FOUR,OFEN,オーブン,おーぶん,ŌBUN,OVEN
28,3,GRAB,PEGAR,AGARRAR,AFFERRARE,SAISIR,GREIFEN,掴む,つかむ,TSUKAMU,PAKKEN
28,4,INGREDIENTS,INGREDIENTES,INGREDIENTES,INGREDIENTI,INGRÉDIENTS,ZUTATEN,材料,ざいりょう,ZAIRYŌ,INGREDIËNTEN
28,5,PRE – POST,ANTES – DEPOIS,ANTES – DESPUÉS,PRIMA – DOPO,AVANT – APRÈS,VOR – NACH,前 – 後,まえ – あと,MAE – ATO,VOOR – NA
28,6,FLOUR – SUGAR – EGGS,FARINHA – AÇÚCAR – OVOS,HARINA – AZÚCAR – HUEVOS,FARINA – ZUCCHERO – UOVA,FARINE – SUCRE – ŒUFS,MEHL – ZUCKER – EIER,小麦粉 – 砂糖 – 卵,こむぎこ – さとう – たまご,KOMUGIKO – SATŌ – TAMAGO,MEEL – SUIKER – EIEREN
28,7,MILK,LEITE,LECHE,LATTE,LAIT,MILCH,牛乳,ぎゅうにゅう,GYŪNYŪ,MELK
28,8,BOWL,TIGELA,BOL,CIOTOLA,BOL,SCHÜSSEL,ボウル,ぼうる,BŌRU,KOM
28,9,BUTTER,MANTEIGA,MANTEQUILLA,BURRO,BEURRE,BUTTER,バター,ばたー,BATĀ,BOTER
28,10,ADD,ADICIONAR,AÑADIR,AGGIUNGERE,AJOUTER,HINZUFÜGEN,加える,くわえる,KUWAERU,TOEVOEGEN
28,11,SUBTRACT,SUBTRAIR,RESTAR,SOTTRARRE,SOUSTRAIRE,ABZIEHEN,減らす,へらす,HERASU,VERWIJDEREN
28,12,STIR,MEXER,MEZCLAR,MESCOLARE,REMUER,RÜHREN,かき混ぜる,かきまぜる,KAKIMAZERU,ROEREN
28,13,BATTER,MASSA,MASA,IMPASTO,PÂTE,TEIG,生地,きじ,KIJI,BESCHILDERING
28,14,PAN,FORMA,MOLDE,TEGLIA,MOULE,BACKFORM,型,かた,KATA,BAKPLAAT
28,15,WAIT,ESPERAR,ESPERAR,ASPETTARE,ATTENDRE,WARTEN,待つ,まつ,MATSU,WACHTEN
28,16,CHECK,CHECAR,COMPROBAR,CONTROLLARE,VÉRIFIER,PRÜFEN,確認する,かくにんする,KAKUNIN SURU,CONTROLEREN
28,17,CAKE,BOLO,PASTEL,TORTA,GÂTEAU,KUCHEN,ケーキ,けーき,KĒKI,TAART
28,18,COUNTER,BALCÃO,MOSTRADOR,BANCO,COMPTOIR,THEKE,カウンター,かうんたー,KAUNTĀ,WERKBLAD
28,19,TOOTHPICK,PALITO DE DENTES,PALILLO,STUZZICADENTE,CURE-DENTS,ZAHNSTOCHER,爪楊枝,つまようじ,TSUMAYŌJI,TANDSTOKER
28,20,TAKE OUT,RETIRAR,SACAR,TIRARE FUORI,SORTIR,HERAUSNEHMEN,取り出す,とりだす,TORIDASU,UITHALEN
28,21,FROSTING,COBERTURA,GLASEADO,GLASSA,GLAÇAGE,ZUCKERGLASUR,フロスティング,ふろすてぃんぐ,FUROSUTINGU,GLAZUUR
28,22,DECORATE,DECORAR,DECORAR,DECORARE,DÉCORER,DEKORIEREN,飾る,かざる,KAZARU,DECOREREN
