Story,File,en,pt,es,it,fr,de,ja,HIRAGANA,ROMAJI,nl,,,,,,
26,,REGISTER,CAIXA,CAJA,CASSA,CAISSE,KASSE,レジ,れじ,REJI,KASSA,,,,,,
26,,CHECK OUT AT REGISTER,PAGAR NO CAIXA,PAGAR EN LA CAJA,PAGARE ALLA CASSA,PAYER À LA CAISSE,AN DER KASSE BEZAHLEN,レジで支払う,れじでしはらう,REJI DE SHIHARAU,BIJ DE KASSA BETALEN,,,,,,
26,,PAY FOR,PAGAR POR,PAGAR POR,PAGARE, PAYER POUR,BEZAHLEN FÜR,支払う,しはらう,SHIHARAU,BETALEN VOOR,,,,,,
26,,ARRIVE – LEAVE,CHEGAR – SAIR,LLEGAR – SALIR,ARRIVARE – PARTIRE,ARRIVER – PARTIR,ANKOMMEN – VERLASSEN,突く – 取る,つく – とる,TSUKU – SARU,AANKOMEN – VERTREKKEN,,,,,,
26,,HOME,CASA,CASA,CASA,MAISON,HAUS,家,いえ,IE,HUIS,,,,,,
26,,TAKE GROCERIES,LEVAR COMPRAS,TRAER COMPRAS,PORTARE LA SPESA,RAMENER LES COURSES,DIE EINKÄUFE MITNEHMEN,買い物を持つ,かいものをもつ,KAIMONO O MOTSU,BOODSCHAPPEN DRAGEN,,,,,,
26,,TAKE GROCERIES HOME,LEVAR COMPRAS PARA CASA,LLEVAR COMPRAS A CASA,PORTARE LA SPESA A CASA,RAMENER LES COURSES À LA MAISON,DIE EINKÄUFE NACH HAUSE BRINGEN,買い物を家に持って帰る,かいものをいえにもってかえる,KAIMONO O IE NI MOTTE KAERU,BOODSCHAPPEN NAAR HUIS BRENGEN,,,,,,
27,,BUCKET,BALDE,CUBO,SECCHIO,SEAU,EIMER,バケツ,ばけつ,BAKETSU,EMMER,,,,,,
27,,SHOVEL,PÁ,PALA,PALETTA,PELLE,SCHAUFEL,喋る,しゃべる,SHABERU,SCHOP,,,,,,
27,,GRAB – GET,PEGAR – AGARRAR,COGER – AGARRAR,PRENDERE – AFFERRARE,PRENDRE – SAISIR,NEHMEN – GREIFEN,取る – 掴む,とる – つかむ,TORU – TSUKAMU,PAKKEN – GRIJPEN,,,,,,
27,,DIG,CAVAR,CAVAR,SCAVARE,CREUSER,GRABEN,掘る,ほる,HORU,GRAVEN,,,,,,
27,,HOLE ,BURACO,HOYO,BUCA,TROU,LOCH,穴,あな,ANA,GAT,,,,,,
27,,SAND,AREIA,ARENA,SABBIA,SABLE,SAND,砂,すな,SUNA,ZAND,,,,,,
27,,DIG A HOLE IN THE SAND,CAVAR UM BURACO NA AREIA,CAVAR UN HOYO EN LA ARENA,SCAVARE UNA BUCA NELLA SABBIA,CREUSER UN TROU DANS LE SABLE,EIN LOCH IM SAND GRABEN,砂に穴を掘る,すなにあなをほる,SUNA NI ANA O HORU,EEN GAT IN HET ZAND GRAVEN,,,,,,
27,,FILL BUCKET WITH WATER,ENCHER O BALDE COM ÁGUA,LLENAR EL CUBO CON AGUA,RIEMPIRE IL SECCHIO D’ACQUA,REMPLIR LE SEAU D’EAU,DEN EIMER MIT WASSER FÜLLEN,バケツに水を入れる,ばけつにみずをいれる,BAKETSU NI MIZU O IRERU,EMMER MET WATER VULLEN,,,,,,
27,,FILL BUCKET WITH SAND,ENCHER O BALDE COM AREIA,LLENAR EL CUBO CON ARENA,RIEMPIRE IL SECCHIO DI SABBIA,REMPLIR LE SEAU DE SABLE,DEN EIMER MIT SAND FÜLLEN,バケツに砂を入れる,ばけつにすなをいれる,BAKETSU NI SUNA O IRERU,EMMER MET ZAND VULLEN,,,,,,
27,,UPSIDE DOWN,DE CABEÇA PARA BAIXO,AL REVÉS,CAPOVOLTO,À L’ENVERS,AUF DEN KOPF,逆さま,さかさま,SAKASAMA,ONDERSTEBOVEN,,,,,,
27,,TURN BUCKET UPSIDE DOWN,VIRAR O BALDE DE CABEÇA PARA BAIXO,VOLTEAR EL CUBO,ROVESCIAR IL SECCHIO,RETOURNER LE SEAU,DEN EIMER UMDREHEN,バケツを逆さまにする,ばけつをさかさまにする,BAKETSU O SAKASAMA NI SURU,EMMER OMKEREN,,,,,,
27,,CASTLE,CASTELO,CASTILLO,CASTELLO,CHÂTEAU,BURG,城,しろ,SHIRO,KASTEEL,,,,,,
27,,SANDCASTLE,CASTELO DE AREIA,CASTILLO DE ARENA,CASTELLO DI SABBIA,CHÂTEAU DE SABLE,SANDBURG,砂の城,すなのしろ,SUNA NO SHIRO,ZANDKASTEEL,,,,,,
27,,SHAPE SANDCASTLE,MOLDAR CASTELO DE AREIA,FORMAR CASTILLO DE ARENA,MODELLARE IL CASTELLO DI SABBIA,FAÇONNER LE CHÂTEAU DE SABLE,EINE SANDBURG FORMEN,砂の城を形作る,すなのしろをかたちづくる,SUNA NO SHIRO O KATACHI ZUKURU,ZANDKASTEEL VORMEN,,,,,,
27,,ADD ,ADICIONAR,AGREGAR,AGGIUNGERE,AJOUTER,HINZUFÜGEN,加える,くわえる,KUWAERU,TOEVOEGEN,,,,,,
27,,SUBTRACT,SUBTRAIR,RESTAR,SOTTRARRE,SOUS-TRAIRE,ABZIEHEN,引く,ひく,HIKU,AFTREKKEN,,,,,,
27,,TOWER,TORRE,TORRE,TORRE,TOUR,TURM,塔,とう,TOU,TOREN,,,,,,
27,,WALL,MURO,MURO,MURO,MUR,MAUER,壁,かべ,KABE,MUUR,,,,,,
27,,DECORATE ,DECORAR,DECORAR,DECORARE,DÉCORER,DEKORIEREN,飾る,かざる,KAZARU,DECOREREN,,,,,,
27,,SEA SHELLS,CONCHAS,CONCHAS,CONCHIGLIE,COQUILLAGES,MUSCHELN,貝殻,かいがら,KAIGARA,SCHELPEN,,,,,,
27,,WITH – WITHOUT,COM – SEM,CON – SIN,CON – SENZA,AVEC – SANS,MIT – OHNE,–なし,なし,TO – NASHI,MET – ZONDER,,,,,,
27,,DECORATE THE CASTLE WITH SEASHELLS,DECORAR O CASTELO COM CONCHAS,DECORAR EL CASTILLO CON CONCHAS,DECORARE IL CASTELLO CON CONCHIGLIE,DÉCORER LE CHÂTEAU AVEC DES COQUILLAGES,DIE BURG MIT MUSCHELN DEKORIEREN,城を貝殻で飾る,しろをかいがらでかざる,SHIRO O KAIGARA DE KAZARU,KASTEEL MET SCHELPEN DECOREREN,,,,,,
27,,SMOOTH – ROUGH,LISO – ÁSPERO,LISO – ÁSPERO,LISCIO – RUVIDO,LISSE – RUGUEUX,GLATT – RAU,滑らか – ざらざら,なめらか – ざらざら,NAMERAKA – ZARAZARA,GLAD – RUW,,,,,,
27,,SMOOTH OUT ,ALISAR,ALISAR,LISCIARE,LISSER,GLÄTTEN,平らにする,ならす,NARASU,GLADSTRIJKEN,,,,,,
27,,SMOOTH OUT THE SAND,ALISAR A AREIA,ALISAR LA ARENA,LISCIARE LA SABBIA,LISSER LE SABLE,DEN SAND GLÄTTEN,砂を平らにする,すなをならす,SUNA O NARASU,ZAND GLAD MAKEN,,,,,,
27,,SCENERY,PAISAGEM,PAISAJE,PAESAGGIO,PAYSAGE,LANDSCHAFT,景色,けしき,KESHIKI,LANDSCHAP,,,,,,
27,,ADMIRE THE SCENERY,ADMIRAR A PAISAGEM,ADMIRAR EL PAISAJE,AMMIRARE IL PAESAGGIO,ADMIRER LE PAYSAGE,DIE LANDSCHAFT BEWUNDERN,景色を眺める,けしきをながめる,KESHIKI O NAGAMERU,HET LANDSCHAP BEWONDEREN,,,,,,
27,,ADMIRE THE CASTLE,ADMIRAR O CASTELO,ADMIRAR EL CASTILLO,AMMIRARE IL CASTELLO,ADMIRER LE CHÂTEAU,DIE BURG BEWUNDERN,城を眺める,しろをながめる,SHIRO O NAGAMERU,HET KASTEEL BEWONDEREN,,,,,,
27,,TAKE A PICTURE – TAKE A PHOTO,TIRAR FOTO – TIRAR FOTO,SACAR FOTO – TOMAR FOTO,FARE UNA FOTO,PRENDRE UNE PHOTO,EIN FOTO MACHEN,写真を撮る,しゃしんをとる,SHASHIN O TORU,EEN FOTO MAKEN,,,,,,
27,,CREATION,CRIAÇÃO,CREACIÓN,CREAZIONE,CRÉATION,KREATION,創作,そうさく,SOUSAKU,CREATIE,,,,,,
28,,HEAT – COLD,CALOR – FRIO,CALOR – FRÍO,CALDO – FREDDO,CHAUD – FROID,HEISS – KALT,暑い – 冷たい,あつい – つめたい,ATSUI – TSUMETAI,WARM – KOUD,,,,,,
28,,PRE – POST,PRÉ – PÓS,PRE – POST,PRE – POST,PRÉ – POST,PRE – POST,前 – 後,まえ – あと,MAE – ATO,VOOR – NA,,,,,,
28,,PREHEAT,PRÉ-AQUECER,PRECALENTAR,PRERISCALDARE,PRÉCHAUFFER,VORHEIZEN,陰熱する,よねつする,YONETSU SURU,VOORVERWARMEN,,,,,,
28,,GET – GRAB,PEGAR – AGARRAR,COGER – AGARRAR,PRENDERE – AFFERRARE,PRENDRE – SAISIR,NEHMEN – GREIFEN,取る – 掴む,とる – つかむ,TORU – TSUKAMU,PAKKEN – GRIJPEN,,,,,,
28,,INGREDIENTS ,INGREDIENTES,INGREDIENTES,INGREDIENTI,INGRÉDIENTS,ZUTATEN,材料,ざいりょう,ZAIRYOU,INGREDIËNTEN,,,,,,
28,,BOWL,TIGELA,BOL,CIOTOLA,BOL,SCHÜSSEL,ボウル,ぼーる,BOURU,KOM,,,,,,
28,,IN A BOX – ON A BOX,NA CAIXA – EM CIMA DA CAIXA,EN LA CAJA – SOBRE LA CAJA,NELLA SCATOLA – SULLA SCATOLA,DANS LA BOÎTE – SUR LA BOÎTE,IN DER KISTE – AUF DER KISTE,箱の中 – 箱の上,はこのなか – はこのうえ,HAKO NO NAKA – HAKO NO UE,IN DE DOOS – OP DE DOOS,,,,,,
28,,FLOUR,FARINHA,HARINA,FARINA,FARINE,MEHL,小麦粉,こむぎこ,KOMUGIKO,MEEL,,,,,,
28,,SUGAR,AÇÚCAR,AZÚCAR,ZUCCHERO,SUCRE,ZUCKER,砂糖,さとう,SATOU,SUIKER,,,,,,
28,,EGGS,OVOS,HUEVOS,UOVA,OEUFS,EIER,卵,たまご,TAMAGO,EIEREN,,,,,,
28,,MIX – STIR,MISTURAR – MEXER,MEZCLAR – REVOLVER,MESCOLARE – GIRARE,MÉLANGER – REMUER,MISCHEN – RÜHREN,混ぜる – 書き混ぜる,まぜる – かきまぜる,MAZERU – KAKIMAZERU,MENGEN – ROEREN,,,,,,
28,,DRY – WET,SECO – MOLHADO,SECO – HÚMEDO,SECCO – UMIDO,SEC – HUMIDE,TROCKEN – NASS,乾いた – 湿った,かわいた – しめった,KAWAITA – SHIMETTA,DROOG – NAT,,,,,,
28,,DRY INGREDIENTS – WET INGREDIENTS,INGREDIENTES SECOS – MOLHADOS,INGREDIENTES SECOS – HÚMEDOS,INGREDIENTI SECCHI – UMIDI,INGRÉDIENTS SECS – HUMIDES,TROCKENE – NASSE ZUTATEN,乾いた材料 – 湿った材料,かわいたざいりょう – しめったざいりょう,KAWAITA ZAIRYOU – SHIMETTA ZAIRYOU,DROGE – NATTE INGREDIËNTEN,,,,,,
28,,ADD ,ADICIONAR,AGREGAR,AGGIUNGERE,AJOUTER,HINZUFÜGEN,加える,くわえる,KUWAERU,TOEVOEGEN,,,,,,
28,,SUBTRACT,SUBTRAIR,RESTAR,SOTTRARRE,SOUS-TRAIRE,ABZIEHEN,引く,ひく,HIKU,AFTREKKEN,,,,,,
28,,MILK,LEITE,LECHE,LATTE,LAIT,MILCH,牛乳,ぎゅうにゅう,GYUUNYUU,MELK,,,,,,
28,,BUTTER,MANTEIGA,MANTEQUILLA,BURRO,BEURRE,BUTTER,バター,ばたー,BATAA,BOTER,,,,,,
28,,BATTER,MASSA,MASA,IMPASTO,PÂTE,TEIG,生地,きじ,KIJI,DEEG,,,,,,
28,,FIVE,CINCO,CINCO,CINQUE,CINQ,FÜNF,5時,ご,GO,VIJF,,,,,,
28,,FIVE O’CLOCK,CINCO HORAS,CINCO EN PUNTO,CINQUE IN PUNTO,CINQ HEURES,FÜNF UHR,午時,ごーじ,GO-JI,VIJF UUR,,,,,,
28,,UNTIL FIVE O’CLOCK,ATÉ CINCO HORAS,HASTA LAS CINCO,FINO ALLE CINQUE,JUSQU’À CINQ HEURES,BIS FÜNF UHR,午時まで,ごーじまで,GO-JI MADE,TOT VIJF UUR,,,,,,
28,,SMOOTH,LISO,LISO,LISCIO,LISSE,GLATT,滑らか,なめらか,NAMERAKA,GLAD,,,,,,
28,,STIR UNTIL SMOOTH,MEXER ATÉ FICAR LISO,MEZCLAR HASTA QUEDAR LISO,MESCOLARE FINO A LISCIO,MÉLANGER JUSQU’À LISSE,RÜHREN BIS GLATT,滑らかになるまで混ぜる,なめらかになるまでまぜる,NAMERAKA NI NARU MADE MAZERU,ROEREN TOT GLAD,,,,,,
28,,POUR BATTER INTO BOWL,DESPEJAR A MASSA NA TIGELA,VERTER LA MASA EN EL BOL,VERSARE L’IMPASTO NELLA CIOTOLA,VERSER LA PÂTE DANS LE BOL,DEN TEIG IN DIE SCHÜSSEL GIESSEN,生地をボウルに入れる,きじをぼーるにいれる,KIJI O BOURU NI IRERU,DEEG IN KOM GIETEN,,,,,,
28,,PAN,FORMA,MOLDE,TEGLIA,MOULE,FORM,型,かた,KATA,VORM,,,,,,
28,,PLACES,LUGARES,LUGARES,POSTI,ENDROITS,ORTE,場所,ばしょ,BASHO,PLAATSEN,,,,,,
28,,OVEN,FORNO,HORNO,FORNO,FOUR,OFEN,大分,おおぶん,OOBUN,OVEN,,,,,,
28,,PLACE PAN IN THE OVEN,COLOCAR A FORMA NO FORNO,PONER EL MOLDE EN EL HORNO,METTERE LA TEGLIA NEL FORNO,PLACER LE MOULE AU FOUR,DIE FORM IN DEN OFEN STELLEN,型を大分に入れる,かたをおおぶんにいれる,KATA O OOBUN NI IRERU,VORM IN DE OVEN ZETTEN,,,,,,
28,,WAIT,ESPERAR,ESPERAR,ASPETTARE,ATTENDRE,WARTEN,松,まつ,MATSU,WACHTEN,,,,,,
28,,ENGINE,MOTOR,MOTOR,MOTORE,MOTEUR,MOTOR,エンジン,えんじん,ENJIN,MOTOR,,,,,,
28,,CHECK ENGINE,VERIFICAR MOTOR,REVISAR MOTOR,CONTROLLARE IL MOTORE,VÉRIFIER LE MOTEUR,MOTOR PRÜFEN,エンジンを確認する,えんじんをかくにんする,ENJIN O KAKUNIN SURU,MOTOR CONTROLEREN,,,,,,
28,,CAKE,BOLO,PASTEL,TORTA,GÂTEAU,KUCHEN,ケーキ,けーき,KEEKI,TAART,,,,,,
28,,WITH – WITHOUT,COM – SEM,CON – SIN,CON – SENZA,AVEC – SANS,MIT – OHNE,–なし,なし,TO – NASHI,MET – ZONDER,,,,,,
28,,TOOTH,DENTE,DIENTE,DENTE,DENT,ZAHN,葉,は,HA,TAND,,,,,,
28,,TEETH,DENTES,DIENTES,DENTI,DENTS,ZÄHNE,葉,は,HA,TANDEN,,,,,,
28,,TOOTHPICK,PALITO DE DENTE,PALILLO,STUZZICADENTI,CURE-DENT,ZAHNSTOCHER,爪楊枝,つまようじ,TSUMAYOUJI,TANDENSTOKER,,,,,,
28,,TAKE OUT – PUT IN,TIRAR – COLOCAR,SACAR – PONER,TOGLIERE – METTERE,SORTIR – METTRE,HERAUSNEHMEN – HINEINLEGEN,出す – 入れる,だす – いれる,DASU – IRERU,UITNEMEN – INDOEN,,,,,,
28,,TAKE OFF – PUT ON,TIRAR – COLOCAR,QUITER – PONER,TOGLIERE – METTERE,ENLEVER – METTRE,AUSZIEHEN – ANZIEHEN,外す – 付ける,はずす – つける,HAZUSU – TSUKERU,UITDOEN – AANDOEN,,,,,,
28,,TAKE OUT OF THE OVEN,TIRAR DO FORNO,SACAR DEL HORNO,TOGLIERE DAL FORNO,SORTIR DU FOUR,AUS DEM OFEN NEHMEN,大分から出す,おおぶんからだす,OOBUN KARA DASU,UIT DE OVEN HALEN,,,,,,
28,,COOL – HOT,FRIO – QUENTE,FRÍO – CALIENTE,FREDDO – CALDO,FROID – CHAUD,KALT – HEISS,冷たい – 熱い,つめたい – あつい,TSUMETAI – ATSUI,KOUD – HEET,,,,,,
28,,LET  - DON’T LET,DEIXAR – NÃO DEIXAR,DEJAR – NO DEJAR,LASCIARE – NON LASCIARE,LAISSER – NE PAS LAISSER,LASSEN – NICHT LASSEN,させる – させない,させる – させない,SASERU – SASENAI,LATEN – NIET LATEN,,,,,,
28,,LET CAKE COOL,DEIXAR O BOLO ESFRIAR,DEJAR QUE EL PASTEL SE ENFRÍE,LASCIARE RAFFREDDARE LA TORTA,LAISSER REFROIDIR LE GÂTEAU,DEN KUCHEN ABKÜHLEN LASSEN,ケーキを冷ます,けーきをさます,KEEKI O SAMASU,TAART LATEN AFKOELEN,,,,,,
28,,DECORATE ,DECORAR,DECORAR,DECORARE,DÉCORER,DEKORIEREN,飾る,かざる,KAZARU,DECOREREN,,,,,,
28,,DECORATE CAKE,DECORAR O BOLO,DECORAR EL PASTEL,DECORARE LA TORTA,DÉCORER LE GÂTEAU,DEN KUCHEN DEKORIEREN,ケーキを飾る,けーきをかざる,KEEKI O KAZARU,TAART DECOREREN,,,,,,
28,,FROSTING,COBERTURA,GLASEADO,GLASSA,GLAÇAGE ,GLASUR,フロスティング,ふろすてぃんぐ,FUROSUTINGU,GLAZUUR,,,,,,
28,,DECORATE CAKE WITH FROSTING,DECORAR O BOLO COM COBERTURA,DECORAR EL PASTEL CON GLASEADO,DECORARE LA TORTA CON GLASSA,DÉCORER LE GÂTEAU AVEC DU GLAÇAGE,DEN KUCHEN MIT GLASUR DEKORIEREN,ケーキをフロスティングで飾る,けーきをふろすてぃんぐでかざる,KEEKI O FUROSUTINGU DE KAZARU,TAART MET GLAZUUR DECOREREN,,,,,,
29,,GET – GRAB,PEGAR – AGARRAR,AGARRAR – TOMAR,PRENDERE – AFFERRARE,PRENDRE – SAISIR,GREIFEN – NEHMEN,取る / 掴む,とる / つかむ,TORU / TSUKAMU,PAKKEN – GRIJPEN,,,,,,
29,,PHONE,TELEFONE,TELÉFONO,TELEFONO,TÉLÉPHONE,TELEFON,電話,でんわ,DENWA,TELEFOON,,,,,,
29,,HIS PHONE – HER PHONE,TELEFONE DELE – TELEFONE DELA,SU TELÉFONO,IL SUO TELEFONO,SON TÉLÉPHONE,SEIN TELEFON – IHR TELEFON,彼の電話 / 彼女の電話,かれのでんわ / かのじょのでんわ,KARE NO DENWA / KANOJO NO DENWA,ZIJN TELEFOON – HAAR TELEFOON,,,,,,
29,,OPEN – CLOSE,ABRIR – FECHAR,ABRIR – CERRAR,APRIRE – CHIUDERE,OUVRIR – FERMER,ÖFFNEN – SCHLIESSEN,開ける / 閉じる,あける / とじる,AKERU / TOJIRU,OPENEN – SLUITEN,,,,,,
29,,LIST,LISTA,LISTA,LISTA,LISTE,LISTE,リスト,りすと,RISUTO,LIJST,,,,,,
29,,CONTACT LIST,LISTA DE CONTATOS,LISTA DE CONTACTOS,LISTA CONTATTI,LISTE DE CONTACTS,KONTAKTLISTE,連絡先リスト,れんらくさきりすと,RENRAKUSAKI RISUTO,CONTACTLIJST,,,,,,
29,,SELECT – CHOOSE,SELECIONAR – ESCOLHER,SELECCIONAR – ELEGIR,SELEZIONARE – SCEGLIERE,SÉLECTIONNER – CHOISIR,AUSWÄHLEN – WÄHLEN,選ぶ,えらぶ,ERABU,SELECTEREN – KIEZEN,,,,,,
29,,FRIEND,AMIGO,AMIGO,AMICO,AMI,FREUND,友達,ともだち,TOMODACHI,VRIEND,,,,,,
29,,NUMBER,NÚMERO,NÚMERO,NUMERO,NUMÉRO,NUMMER,番号,ばんごう,BANGOU,NUMMER,,,,,,
29,,FRIEND’S NUMBER,NÚMERO DO AMIGO,NÚMERO DEL AMIGO,NUMERO DELL’AMICO,NUMÉRO DE L’AMI,NUMMER DES FREUNDES,友達の番号,ともだちのばんごう,TOMODACHI NO BANGOU,NUMMER VAN DE VRIEND,,,,,,
29,,BUTTON,BOTÃO,BOTÓN,PULSANTE,BOUTON,TASTE,ボタン,ぼたん,BOTAN,KNOP,,,,,,
29,,PRESS BUTTON,PRESSIONAR BOTÃO,PRESIONAR BOTÓN,PREMERE PULSANTE,APPUYER SUR LE BOUTON,TASTE DRÜCKEN,ボタンを押す,ぼたんをおす,BOTAN O OSU,OP DE KNOP DRUKKEN,,,,,,
29,,CALL BUTTON,BOTÃO DE LIGAÇÃO,BOTÓN DE LLAMADA,PULSANTE DI CHIAMATA,BOUTON D’APPEL,ANRUFTASTE,通話ボタン,つうわぼたん,TSUUWA BOTAN,BELKNOP,,,,,,
29,,PRESS CALL BUTTON,PRESSIONAR BOTÃO DE LIGAÇÃO,PRESIONAR BOTÓN DE LLAMADA,PREMERE PULSANTE DI CHIAMATA,APPUYER SUR LE BOUTON D’APPEL,ANRUFTASTE DRÜCKEN,通話ボタンを押す,つうわぼたんをおす,TSUUWA BOTAN O OSU,OP DE BELKNOP DRUKKEN,,,,,,
29,,WAIT – WAIT FOR,ESPERAR – ESPERAR POR,ESPERAR – ESPERAR A,ASPETTARE – ASPETTARE CHE,ATTENDRE – ATTENDRE QUE,WARTEN – WARTEN AUF,松,まつ,MATSU,WACHTEN – WACHTEN OP,,,,,,
29,,CALL – ANSWER,LIGAR – ATENDER,LLAMAR – CONTESTAR,CHIAMARE – RISPONDERE,APPELER – RÉPONDRE,ANRUFEN – ANTWORTEN,電話する / 出る,でんわする / でる,DENWA SURU / DERU,BELLEN – OPNEMEN,,,,,,
29,,WAIT FOR FRIEND TO ANSWER,ESPERAR O AMIGO ATENDER,ESPERAR A QUE EL AMIGO CONTESTE,ASPETTARE CHE L’AMICO RISPONDA,ATTENDRE QUE L’AMI RÉPONDE,"AUF DEN FREUND WARTEN, BIS ER ANTWORTET",友達が出るのを待つ,ともだちがでるのをまつ,TOMODACHI GA DERU NO O MATSU,WACHTEN TOT DE VRIEND OPNEMT,,,,,,
29,,LAUGH ,RIR,REÍR,RIDERE,RIRE,LACHEN,笑う,わらう,WARAU,LACHEN,,,,,,
29,,STORY,HISTÓRIA,HISTORIA,STORIA,HISTOIRE,GESCHICHTE,話,はなし,HANASHI,VERHAAL,,,,,,
29,,SHARE,COMPARTILHAR,COMPARTIR,CONDIVIDERE,PARTAGER,TEILEN,共有する,きょうゆうする,KYOUYUU SURU,DELEN,,,,,,
29,,SHARE STORY,COMPARTILHAR HISTÓRIA,COMPARTIR HISTORIA,CONDIVIDERE STORIA,PARTAGER L’HISTOIRE,GESCHICHTE TEILEN,話を共有する,はなしをきょうゆうする,HANASHI O KYOUYUU SURU,VERHAAL DELEN,,,,,,
29,,SAY – THINK,DIZER – PENSAR,DECIR – PENSAR,DIRE – PENSARE,DIRE – PENSER,SAGEN – DENKEN,言う / 思う,いう / おもう,IU / OMOU,ZEGGEN – DENKEN,,,,,,
29,,GOODBYE,ADEUS,ADIÓS,ADDIO,AU REVOIR,AUF WIEDERSEHEN,さようなら,さようなら,SAYOUNARA,DOEIDOEG,,,,,,
29,,HANG UP PHONE,DESLIGAR O TELEFONE,COLGAR EL TELÉFONO,RIAGGANCIARE IL TELEFONO,RACCROCHER LE TÉLÉPHONE,AUFLEGEN,電話を切る,でんわをきる,DENWA O KIRU,TELEFOON OPHANGEN,,,,,,
29,,TEXT,TEXTO,TEXTO,TESTO,TEXTE,TEXT,テキスト,てきすと,TEKISUTO,TEKST,,,,,,
29,,SEND – RECEIVE,ENVIAR – RECEBER,ENVIAR – RECIBIR,INVIARE – RICEVERE,ENVOYER – RECEVOIR,SENDEN – EMPFANGEN,送る / 受け取る,おくる / うけとる,OKURU / UKETORU,VERZENDEN – ONTVANGEN,,,,,,
29,,SEND TEXT ,ENVIAR TEXTO,ENVIAR TEXTO,INVIARE TESTO,ENVOYER UN TEXTE,TEXT SENDEN,テキストを送る,てきすとをおくる,TEKISUTO O OKURU,TEKST VERZENDEN,,,,,,
29,,THANK HER FRIEND,AGRADECER A AMIGA,AGRADECER A LA AMIGA,RINGRAZIARE L’AMICA,REMERCIER L’AMIE,SICH BEI DER FREUNDIN BEDANKEN,友達に感謝する,ともだちにかんしゃする,TOMODACHI NI KANSHA SURU,DE VRIENDIN BEDANKEN,,,,,,
30,,SEE – LOOK AT,VER – OLHAR,VER – MIRAR,VEDERE – GUARDARE,VOIR – REGARDER,SEHEN – ANSEHEN,見る / 見る,みる / みる,MIRU / MIRU,ZIEN – BEKIJKEN,,,,,,
30,,NEIGHBOR,VIZINHO,VECINO,VICINO,VOISIN,NACHBAR,隣人,りんじん,RINJIN,BUREN,,,,,,
30,,STRUGGLING – DOING WELL,COM DIFICULDADE – BEM,SUFRIENDO – BIEN,IN DIFFICOLTÀ – ANDARE BENE,EN DIFFICULTÉ – ALLER BIEN,KÄMPFEND – ES GEHT GUT,苦労している / うまく行っている,くろうしている / うまくいっている,KUROU SHITE IRU / UMAKU ITTE IRU,MOEITE HEBBEN – HET GAAT GOED,,,,,,
30,,GROCERIES,COMPRAS DO MERCADO,COMESTIBLES,SPESA,COURSES,LEBENSMITTEL,食料品,しょくりょうひん,SHOKURYOUHIN,BOODSCHAPPEN,,,,,,
30,,WALK – RUN,ANDAR – CORRER,CAMINAR – CORRER,CAMMINARE – CORRERE,MARCHER – COURIR,GEHEN – RENNEN,歩く / 走る,あるく / はしる,ARUKU / HASHIRU,LOPEN – RENNEN,,,,,,
30,,WALK OVER,IR A PÉ,CAMINAR HACIA,AVVICINARSI A PIEDI,ALLER À PIED,HINGEHEN,歩いて行く,あるいていく,ARUITE IKU,ERNAARTOE LOPEN,,,,,,
30,,OFFER – REJECT OFFER,OFERECER – RECUSAR OFERTA,OFRECER – RECHAZAR OFERTA,OFFRIRE – RIFIUTARE OFFERTA,OFFRIR – REFUSER,LANBIETEN – ABLEHNEN,申し出る / 断る,もうしでる / ことわる,MOUSHIDERU / KOTOWARU,AANBIEDEN – AFWIJZEN,,,,,,
30,,HELP – DON’T HELP,AJUDAR – NÃO AJUDAR,AYUDAR – NO AYUDAR,AIUTARE – NON AIUTARE,AIDER – NE PAS AIDER,HELFEN – NICHT HELFEN,助ける / 助けない,たすける / たすけない,TASUKERU / TASUKENAI,HELPEN – NIET HELPEN,,,,,,
30,,GET – GRAB,PEGAR – AGARRAR,AGARRAR – TOMAR,PRENDERE – AFFERRARE,PRENDRE – SAISIR,GREIFEN – NEHMEN,取る / 掴む,とる / つかむ,TORU / TSUKAMU,PAKKEN – GRIJPEN,,,,,,
30,,SINGLE – COUPLE,SOLTEIRO – CASAL,SOLTERO – PAREJA,SINGOLO – COPPIA,CÉLIBATAIRE – COUPLE,LEDIG – PAAR,独身 / カップル,どくしん / かっぷる,DOKUSHIN / KAPPURU,SINGLE – KOPPEL,,,,,,
30,,BAG,SACOLA,BOLSA,SACCHETTO,SAC,TASCHE,袋,ふくろ,FUKURO,ZAK,,,,,,
30,,WALK HIS NEIGHBOR,ACOMPANHAR O VIZINHO,ACOMPAÑAR AL VECINO,ACCOMPAGNARE IL VICINO,ACCOMPAGNER LE VOISIN,DEN NACHBARN BEGLEITEN,隣人と歩く,りんじんとあるく,RINJIN TO ARUKU,DE BUURMAN BEGELEIDEN,,,,,,
30,,DOOR,PORTA,PUERTA,PORTA,PORTE,TÜR,ドア,どあ,DOA,DEUR,,,,,,
30,,TO THE DOOR,ATÉ A PORTA,HASTA LA PUERTA,ALLA PORTA,JUSQU’À LA PORTE,ZUR TÜR,ドアまで,どあまで,DOA MADE,TOT DE DEUR,,,,,,
30,,TALK,CONVERSAR,HABLAR,PARLARE,PARLER,SPRECHEN,話す,はなす,HANASU,PREKEN,,,,,,
30,,LAUGH ,RIR,REÍR,RIDERE,RIRE,LACHEN,笑う,わらう,WARAU,LACHEN,,,,,,
